measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,140,Bahrain,1,Male,12,35-39 years,956,Respiratory infections and tuberculosis,1,Number,2012,2.784682257719962,3.761037826104091,1.9326150400814122
1,Deaths,140,Bahrain,2,Female,12,35-39 years,956,Respiratory infections and tuberculosis,1,Number,2012,0.8620922048051353,1.260044464886461,0.6052842675380922
1,Deaths,140,Bahrain,1,Male,13,40-44 years,956,Respiratory infections and tuberculosis,1,Number,2012,2.6165310129325534,3.4310634522291124,1.8214724268848506
1,Deaths,140,Bahrain,2,Female,13,40-44 years,956,Respiratory infections and tuberculosis,1,Number,2012,0.8579829997141487,1.2315790123056112,0.5937612053475849
1,Deaths,140,Bahrain,1,Male,14,45-49 years,956,Respiratory infections and tuberculosis,1,Number,2012,2.5997237969611753,3.6134685121835166,1.858110300355745
1,Deaths,140,Bahrain,2,Female,14,45-49 years,956,Respiratory infections and tuberculosis,1,Number,2012,1.0375743080455697,1.436370416197607,0.7452361409829676
1,Deaths,140,Bahrain,1,Male,15,50-54 years,956,Respiratory infections and tuberculosis,1,Number,2012,3.12708138255789,4.210371361158788,2.2185916800453844
1,Deaths,140,Bahrain,2,Female,15,50-54 years,956,Respiratory infections and tuberculosis,1,Number,2012,1.6365604903316695,2.4149456040204726,1.1343610176245118
1,Deaths,140,Bahrain,1,Male,23,5-14 years,956,Respiratory infections and tuberculosis,1,Number,2012,1.429931432899869,1.9832266657567585,0.8908167374934096
1,Deaths,140,Bahrain,2,Female,23,5-14 years,956,Respiratory infections and tuberculosis,1,Number,2012,1.2550024748662703,1.8413467742915028,0.8149542073984212
1,Deaths,140,Bahrain,1,Male,25,50-69 years,956,Respiratory infections and tuberculosis,1,Number,2012,12.930410630108714,17.191946019453397,9.244788802603452
1,Deaths,140,Bahrain,2,Female,25,50-69 years,956,Respiratory infections and tuberculosis,1,Number,2012,7.560048354284541,10.667291844704815,5.3453569904935705
1,Deaths,146,Lebanon,1,Male,8,15-19 years,956,Respiratory infections and tuberculosis,1,Number,2013,8.59856995028194,13.031233275587757,5.0840448754859215
1,Deaths,146,Lebanon,2,Female,8,15-19 years,956,Respiratory infections and tuberculosis,1,Number,2013,5.513644264846477,8.466642818741525,3.5479214298992328
1,Deaths,146,Lebanon,1,Male,9,20-24 years,956,Respiratory infections and tuberculosis,1,Number,2013,7.8217706886958,11.864008881688859,4.896728958364556
1,Deaths,146,Lebanon,2,Female,9,20-24 years,956,Respiratory infections and tuberculosis,1,Number,2013,5.775762173330156,8.746346812448511,3.8249646092547565
1,Deaths,146,Lebanon,1,Male,11,30-34 years,956,Respiratory infections and tuberculosis,1,Number,2013,7.390402965599138,10.612733995831906,4.504245525149361
1,Deaths,146,Lebanon,2,Female,11,30-34 years,956,Respiratory infections and tuberculosis,1,Number,2013,4.189026897486619,6.378415006657004,2.6276465697578684
1,Deaths,146,Lebanon,1,Male,12,35-39 years,956,Respiratory infections and tuberculosis,1,Number,2013,9.836831068213256,14.167645437529345,6.135002119065684
1,Deaths,146,Lebanon,2,Female,12,35-39 years,956,Respiratory infections and tuberculosis,1,Number,2013,6.058914681389326,9.096572204703394,4.01421388074511
1,Deaths,146,Lebanon,1,Male,13,40-44 years,956,Respiratory infections and tuberculosis,1,Number,2013,11.944244634358128,17.17556964202308,7.460264181536966
1,Deaths,146,Lebanon,2,Female,13,40-44 years,956,Respiratory infections and tuberculosis,1,Number,2013,7.2809875542422136,10.960928574462109,4.576135483724468
1,Deaths,146,Lebanon,1,Male,14,45-49 years,956,Respiratory infections and tuberculosis,1,Number,2013,18.07039941890561,25.9418515975469,11.741934143465903
1,Deaths,146,Lebanon,2,Female,14,45-49 years,956,Respiratory infections and tuberculosis,1,Number,2013,12.403999514334906,18.55055606117344,7.803501637674026
1,Deaths,146,Lebanon,1,Male,15,50-54 years,956,Respiratory infections and tuberculosis,1,Number,2013,25.1468460116529,38.488546800934145,15.275046993346539
1,Deaths,146,Lebanon,2,Female,15,50-54 years,956,Respiratory infections and tuberculosis,1,Number,2013,18.76003433497465,28.297255290740534,12.270072574545999
1,Deaths,146,Lebanon,1,Male,23,5-14 years,956,Respiratory infections and tuberculosis,1,Number,2013,16.09925260065933,24.106135054865952,10.0390814200675
1,Deaths,146,Lebanon,2,Female,23,5-14 years,956,Respiratory infections and tuberculosis,1,Number,2013,14.85633922006715,22.52310724112525,9.312412295537694
1,Deaths,146,Lebanon,1,Male,25,50-69 years,956,Respiratory infections and tuberculosis,1,Number,2013,206.67262189694617,310.487833542145,130.372984730597
1,Deaths,146,Lebanon,2,Female,25,50-69 years,956,Respiratory infections and tuberculosis,1,Number,2013,122.77803675961808,182.86957270700097,77.1087144740575
1,Deaths,139,Algeria,1,Male,8,15-19 years,956,Respiratory infections and tuberculosis,1,Number,2011,62.23853665603169,94.86822928106308,37.24807765627342
1,Deaths,139,Algeria,2,Female,8,15-19 years,956,Respiratory infections and tuberculosis,1,Number,2011,65.69105903118329,98.29763571619213,41.922332841780424
1,Deaths,139,Algeria,1,Male,9,20-24 years,956,Respiratory infections and tuberculosis,1,Number,2011,88.97421918387766,131.24835159590862,55.99054965880238
1,Deaths,139,Algeria,2,Female,9,20-24 years,956,Respiratory infections and tuberculosis,1,Number,2011,75.37736598326104,117.99095604604028,48.39586643750768
1,Deaths,139,Algeria,1,Male,11,30-34 years,956,Respiratory infections and tuberculosis,1,Number,2011,112.40804874848808,162.86843227620713,74.05180199794908
1,Deaths,139,Algeria,2,Female,11,30-34 years,956,Respiratory infections and tuberculosis,1,Number,2011,72.3383366808958,136.93735036523918,41.548147080433395
1,Deaths,139,Algeria,1,Male,12,35-39 years,956,Respiratory infections and tuberculosis,1,Number,2011,119.00297452657219,172.27173525397507,78.81726869371424
1,Deaths,139,Algeria,2,Female,12,35-39 years,956,Respiratory infections and tuberculosis,1,Number,2011,78.07916380147435,149.62448109501895,46.32322687975087
1,Deaths,139,Algeria,1,Male,13,40-44 years,956,Respiratory infections and tuberculosis,1,Number,2011,112.82249584915239,162.13228679326073,73.43975438362155
1,Deaths,139,Algeria,2,Female,13,40-44 years,956,Respiratory infections and tuberculosis,1,Number,2011,83.22351952613793,158.1935467016627,51.061449036932274
1,Deaths,139,Algeria,1,Male,14,45-49 years,956,Respiratory infections and tuberculosis,1,Number,2011,118.55565502692966,174.39474085082074,74.42614053885985
1,Deaths,139,Algeria,2,Female,14,45-49 years,956,Respiratory infections and tuberculosis,1,Number,2011,92.20632941305338,174.56988718459957,56.271539655269
1,Deaths,139,Algeria,1,Male,15,50-54 years,956,Respiratory infections and tuberculosis,1,Number,2011,129.28190301474473,196.05591535127533,79.85567691849919
1,Deaths,139,Algeria,2,Female,15,50-54 years,956,Respiratory infections and tuberculosis,1,Number,2011,93.29923341134847,178.1627755155427,56.48431747370859
1,Deaths,139,Algeria,1,Male,23,5-14 years,956,Respiratory infections and tuberculosis,1,Number,2011,106.63589942555869,160.30717384746572,68.67538199329213
1,Deaths,139,Algeria,2,Female,23,5-14 years,956,Respiratory infections and tuberculosis,1,Number,2011,143.87520251538174,206.69659604141017,92.14924161399928
1,Deaths,139,Algeria,1,Male,25,50-69 years,956,Respiratory infections and tuberculosis,1,Number,2011,689.1787666621321,1025.9823530944802,432.1749259324215
1,Deaths,139,Algeria,2,Female,25,50-69 years,956,Respiratory infections and tuberculosis,1,Number,2011,462.8000470760406,817.3261414760293,282.0338338465361
1,Deaths,155,Türkiye,1,Male,8,15-19 years,956,Respiratory infections and tuberculosis,1,Number,2013,69.30816592300239,90.78922152945007,47.815840888134005
1,Deaths,155,Türkiye,2,Female,8,15-19 years,956,Respiratory infections and tuberculosis,1,Number,2013,44.18818753058506,58.066870845743885,32.660400424775155
1,Deaths,155,Türkiye,1,Male,9,20-24 years,956,Respiratory infections and tuberculosis,1,Number,2013,66.06895862368967,84.60618230333031,47.65793428065445
1,Deaths,155,Türkiye,2,Female,9,20-24 years,956,Respiratory infections and tuberculosis,1,Number,2013,37.52907592632193,47.06190680520905,28.990733828043552
1,Deaths,155,Türkiye,1,Male,11,30-34 years,956,Respiratory infections and tuberculosis,1,Number,2013,66.93888205128701,82.14810122418363,53.394816477259965
1,Deaths,155,Türkiye,2,Female,11,30-34 years,956,Respiratory infections and tuberculosis,1,Number,2013,44.4191726794979,54.34958692038914,35.44056568556196
1,Deaths,155,Türkiye,1,Male,12,35-39 years,956,Respiratory infections and tuberculosis,1,Number,2013,80.33173196014286,97.67475940573912,64.43587131514242
1,Deaths,155,Türkiye,2,Female,12,35-39 years,956,Respiratory infections and tuberculosis,1,Number,2013,50.12443809066308,61.09055130457334,40.3751847213345
1,Deaths,155,Türkiye,1,Male,13,40-44 years,956,Respiratory infections and tuberculosis,1,Number,2013,110.75752398241868,131.860754081061,88.8594421066608
1,Deaths,155,Türkiye,2,Female,13,40-44 years,956,Respiratory infections and tuberculosis,1,Number,2013,65.4498287644576,79.7640609521874,53.1726986263297
1,Deaths,155,Türkiye,1,Male,14,45-49 years,956,Respiratory infections and tuberculosis,1,Number,2013,162.40228385551003,191.062993631107,133.49976668047245
1,Deaths,155,Türkiye,2,Female,14,45-49 years,956,Respiratory infections and tuberculosis,1,Number,2013,87.40092342286891,107.92905505367416,69.69095326299379
1,Deaths,155,Türkiye,1,Male,15,50-54 years,956,Respiratory infections and tuberculosis,1,Number,2013,213.3403328284984,257.2849286306453,177.82780264456517
1,Deaths,155,Türkiye,2,Female,15,50-54 years,956,Respiratory infections and tuberculosis,1,Number,2013,114.21673397671742,136.82852028560134,93.50925063789961
1,Deaths,155,Türkiye,1,Male,23,5-14 years,956,Respiratory infections and tuberculosis,1,Number,2013,134.61512995562222,176.26056336213225,95.97228943160427
1,Deaths,155,Türkiye,2,Female,23,5-14 years,956,Respiratory infections and tuberculosis,1,Number,2013,117.02552948992894,153.15253609603,89.68743713042979
1,Deaths,155,Türkiye,1,Male,25,50-69 years,956,Respiratory infections and tuberculosis,1,Number,2013,1480.4760894326923,1783.5223916127145,1235.2436960589623
1,Deaths,155,Türkiye,2,Female,25,50-69 years,956,Respiratory infections and tuberculosis,1,Number,2013,805.2508752196302,966.3147899347952,650.1020389283216
1,Deaths,141,Egypt,1,Male,8,15-19 years,956,Respiratory infections and tuberculosis,1,Number,2012,178.4301452497676,258.02913964922396,112.98363187364605
1,Deaths,141,Egypt,2,Female,8,15-19 years,956,Respiratory infections and tuberculosis,1,Number,2012,128.3420618647883,178.87461078284707,80.78523362971619
1,Deaths,141,Egypt,1,Male,9,20-24 years,956,Respiratory infections and tuberculosis,1,Number,2012,196.3573834930529,283.0498528837625,124.82867621710221
1,Deaths,141,Egypt,2,Female,9,20-24 years,956,Respiratory infections and tuberculosis,1,Number,2012,139.88291410128605,199.6882982405408,93.47923260210446
1,Deaths,141,Egypt,1,Male,11,30-34 years,956,Respiratory infections and tuberculosis,1,Number,2012,219.98658422788023,303.94081717674595,149.07503788826986
1,Deaths,141,Egypt,2,Female,11,30-34 years,956,Respiratory infections and tuberculosis,1,Number,2012,143.7503226801505,205.31135225003817,96.14970277269339
1,Deaths,141,Egypt,1,Male,12,35-39 years,956,Respiratory infections and tuberculosis,1,Number,2012,237.04716837627583,323.8638376753403,159.88353285668856
1,Deaths,141,Egypt,2,Female,12,35-39 years,956,Respiratory infections and tuberculosis,1,Number,2012,160.6285714368091,227.2595329461682,108.17917232490437
1,Deaths,141,Egypt,1,Male,13,40-44 years,956,Respiratory infections and tuberculosis,1,Number,2012,282.7462581185744,392.0259861062222,187.8282479933625
1,Deaths,141,Egypt,2,Female,13,40-44 years,956,Respiratory infections and tuberculosis,1,Number,2012,179.71527397920588,250.74174199949542,119.4332348351679
1,Deaths,141,Egypt,1,Male,14,45-49 years,956,Respiratory infections and tuberculosis,1,Number,2012,444.2254956094218,602.921560141235,301.30731805835416
1,Deaths,141,Egypt,2,Female,14,45-49 years,956,Respiratory infections and tuberculosis,1,Number,2012,268.837364142019,376.0789086784239,178.5012519008452
1,Deaths,141,Egypt,1,Male,15,50-54 years,956,Respiratory infections and tuberculosis,1,Number,2012,580.5948486458954,805.0105430994527,390.83786511023277
1,Deaths,141,Egypt,2,Female,15,50-54 years,956,Respiratory infections and tuberculosis,1,Number,2012,382.88761900612576,519.6769150798717,261.42558716935133
1,Deaths,141,Egypt,1,Male,23,5-14 years,956,Respiratory infections and tuberculosis,1,Number,2012,507.989929165962,633.6971605748862,392.68158676954783
1,Deaths,141,Egypt,2,Female,23,5-14 years,956,Respiratory infections and tuberculosis,1,Number,2012,421.84845732578634,547.8590585357408,318.81501757547306
1,Deaths,141,Egypt,1,Male,25,50-69 years,956,Respiratory infections and tuberculosis,1,Number,2012,3253.4978641483,4444.829035072751,2289.6529321460025
1,Deaths,141,Egypt,2,Female,25,50-69 years,956,Respiratory infections and tuberculosis,1,Number,2012,2295.857344491822,3227.118090457981,1574.711222401678
1,Deaths,142,Iran (Islamic Republic of),1,Male,8,15-19 years,956,Respiratory infections and tuberculosis,1,Number,2012,102.42444685908553,150.3833807817905,66.35547569347892
1,Deaths,142,Iran (Islamic Republic of),2,Female,8,15-19 years,956,Respiratory infections and tuberculosis,1,Number,2012,85.0058566107472,124.20993161276131,58.97846988753467
1,Deaths,142,Iran (Islamic Republic of),1,Male,9,20-24 years,956,Respiratory infections and tuberculosis,1,Number,2012,113.35942063712497,165.2612224393626,72.77647938603305
1,Deaths,142,Iran (Islamic Republic of),2,Female,9,20-24 years,956,Respiratory infections and tuberculosis,1,Number,2012,100.16331018460309,142.94885717707535,71.9938673575606
1,Deaths,142,Iran (Islamic Republic of),1,Male,11,30-34 years,956,Respiratory infections and tuberculosis,1,Number,2012,145.98704980929645,200.59357283086928,105.37140275508783
1,Deaths,142,Iran (Islamic Republic of),2,Female,11,30-34 years,956,Respiratory infections and tuberculosis,1,Number,2012,75.77032969921173,111.03102560577403,54.18996646937766
1,Deaths,142,Iran (Islamic Republic of),1,Male,12,35-39 years,956,Respiratory infections and tuberculosis,1,Number,2012,137.27523168926797,186.21084577020963,99.09401829078675
1,Deaths,142,Iran (Islamic Republic of),2,Female,12,35-39 years,956,Respiratory infections and tuberculosis,1,Number,2012,60.126845399351275,84.10007996242501,44.999140828546125
1,Deaths,142,Iran (Islamic Republic of),1,Male,13,40-44 years,956,Respiratory infections and tuberculosis,1,Number,2012,148.40379492455483,197.2912701313096,106.81384494839229
1,Deaths,142,Iran (Islamic Republic of),2,Female,13,40-44 years,956,Respiratory infections and tuberculosis,1,Number,2012,62.58547863080141,86.1902206780948,46.06322740709766
1,Deaths,142,Iran (Islamic Republic of),1,Male,14,45-49 years,956,Respiratory infections and tuberculosis,1,Number,2012,151.77010239357816,198.34707393482515,109.10501714053039
1,Deaths,142,Iran (Islamic Republic of),2,Female,14,45-49 years,956,Respiratory infections and tuberculosis,1,Number,2012,70.1019233925748,95.97329293665334,51.26044900755283
1,Deaths,142,Iran (Islamic Republic of),1,Male,15,50-54 years,956,Respiratory infections and tuberculosis,1,Number,2012,183.32401199339344,237.33963109718698,136.54240963415296
1,Deaths,142,Iran (Islamic Republic of),2,Female,15,50-54 years,956,Respiratory infections and tuberculosis,1,Number,2012,93.6337354648998,127.2847039952736,66.84224189633089
1,Deaths,142,Iran (Islamic Republic of),1,Male,23,5-14 years,956,Respiratory infections and tuberculosis,1,Number,2012,199.57649836833377,278.1878864208356,134.71467054137182
1,Deaths,142,Iran (Islamic Republic of),2,Female,23,5-14 years,956,Respiratory infections and tuberculosis,1,Number,2012,285.93330041402163,414.00745215207087,205.63559842526092
1,Deaths,142,Iran (Islamic Republic of),1,Male,25,50-69 years,956,Respiratory infections and tuberculosis,1,Number,2012,918.3088352206988,1151.3697164637535,700.3745281868227
1,Deaths,142,Iran (Islamic Republic of),2,Female,25,50-69 years,956,Respiratory infections and tuberculosis,1,Number,2012,593.475097300891,806.2333378241352,438.8394348493957
1,Deaths,160,Afghanistan,1,Male,8,15-19 years,956,Respiratory infections and tuberculosis,1,Number,2012,136.0760358977933,237.0948581726114,57.68127441048318
1,Deaths,160,Afghanistan,2,Female,8,15-19 years,956,Respiratory infections and tuberculosis,1,Number,2012,159.22523577492078,300.5858370613403,50.89456307209302
1,Deaths,160,Afghanistan,1,Male,9,20-24 years,956,Respiratory infections and tuberculosis,1,Number,2012,120.59439138237106,238.8974911732606,56.015380671495585
1,Deaths,160,Afghanistan,2,Female,9,20-24 years,956,Respiratory infections and tuberculosis,1,Number,2012,143.40881934138142,260.9606360688779,40.54137660685639
1,Deaths,160,Afghanistan,1,Male,11,30-34 years,956,Respiratory infections and tuberculosis,1,Number,2012,139.65551591155236,246.66185277247075,62.77031956076439
1,Deaths,160,Afghanistan,2,Female,11,30-34 years,956,Respiratory infections and tuberculosis,1,Number,2012,109.81502890099067,225.69426601542358,30.853369239208003
1,Deaths,160,Afghanistan,1,Male,12,35-39 years,956,Respiratory infections and tuberculosis,1,Number,2012,272.17492471346117,505.0085700705542,111.28212133771984
1,Deaths,160,Afghanistan,2,Female,12,35-39 years,956,Respiratory infections and tuberculosis,1,Number,2012,194.40556696454945,465.1120657947406,66.11921771588042
1,Deaths,160,Afghanistan,1,Male,13,40-44 years,956,Respiratory infections and tuberculosis,1,Number,2012,249.0008343713373,464.1827914714366,92.2077057298437
1,Deaths,160,Afghanistan,2,Female,13,40-44 years,956,Respiratory infections and tuberculosis,1,Number,2012,236.7731182878379,536.4305436771454,91.84997839648574
1,Deaths,160,Afghanistan,1,Male,14,45-49 years,956,Respiratory infections and tuberculosis,1,Number,2012,113.79567575514112,219.6234048785843,35.60437848857875
1,Deaths,160,Afghanistan,2,Female,14,45-49 years,956,Respiratory infections and tuberculosis,1,Number,2012,170.80638669594802,391.30720439661684,72.09497871424448
1,Deaths,160,Afghanistan,1,Male,15,50-54 years,956,Respiratory infections and tuberculosis,1,Number,2012,60.8538002657515,113.77166005014762,18.802969785432833
1,Deaths,160,Afghanistan,2,Female,15,50-54 years,956,Respiratory infections and tuberculosis,1,Number,2012,95.76411543603298,235.1268580280358,32.641721322746534
1,Deaths,160,Afghanistan,1,Male,23,5-14 years,956,Respiratory infections and tuberculosis,1,Number,2012,329.18362276008924,483.1181735049804,202.4220531253126
1,Deaths,160,Afghanistan,2,Female,23,5-14 years,956,Respiratory infections and tuberculosis,1,Number,2012,289.89298424054465,490.97567908308446,154.45350709813908
1,Deaths,160,Afghanistan,1,Male,25,50-69 years,956,Respiratory infections and tuberculosis,1,Number,2012,630.6097789789118,1083.5727207611196,206.92059073957472
1,Deaths,160,Afghanistan,2,Female,25,50-69 years,956,Respiratory infections and tuberculosis,1,Number,2012,756.9461140859679,1723.444685857771,327.2221425847847
1,Deaths,156,United Arab Emirates,1,Male,8,15-19 years,956,Respiratory infections and tuberculosis,1,Number,2013,4.259577234431255,7.620501529228051,2.1799886824429255
1,Deaths,156,United Arab Emirates,2,Female,8,15-19 years,956,Respiratory infections and tuberculosis,1,Number,2013,2.295883875581539,3.2876848762732216,1.5573058595175284
1,Deaths,156,United Arab Emirates,1,Male,9,20-24 years,956,Respiratory infections and tuberculosis,1,Number,2013,11.99006272125415,23.835231287521047,5.868922267618755
1,Deaths,156,United Arab Emirates,2,Female,9,20-24 years,956,Respiratory infections and tuberculosis,1,Number,2013,3.832894959787914,5.271615535786932,2.786273124336044
1,Deaths,156,United Arab Emirates,1,Male,11,30-34 years,956,Respiratory infections and tuberculosis,1,Number,2013,21.665801296145236,32.57421669793155,11.70436689461843
1,Deaths,156,United Arab Emirates,2,Female,11,30-34 years,956,Respiratory infections and tuberculosis,1,Number,2013,9.5409009168478,13.418118925813369,6.7607087864580615
1,Deaths,156,United Arab Emirates,1,Male,12,35-39 years,956,Respiratory infections and tuberculosis,1,Number,2013,35.480526341949854,49.169499290848044,21.83144256310272
1,Deaths,156,United Arab Emirates,2,Female,12,35-39 years,956,Respiratory infections and tuberculosis,1,Number,2013,4.60725282954277,6.493712024703342,3.262030568617561
1,Deaths,156,United Arab Emirates,1,Male,13,40-44 years,956,Respiratory infections and tuberculosis,1,Number,2013,25.225832383884935,36.14700271648836,15.242410738096677
1,Deaths,156,United Arab Emirates,2,Female,13,40-44 years,956,Respiratory infections and tuberculosis,1,Number,2013,4.681823395692301,6.755042795813382,3.206848078114282
1,Deaths,156,United Arab Emirates,1,Male,14,45-49 years,956,Respiratory infections and tuberculosis,1,Number,2013,28.46286819478531,41.31810344159701,17.15526183371713
1,Deaths,156,United Arab Emirates,2,Female,14,45-49 years,956,Respiratory infections and tuberculosis,1,Number,2013,4.595028918660941,6.449335480248221,3.2595179018942977
1,Deaths,156,United Arab Emirates,1,Male,15,50-54 years,956,Respiratory infections and tuberculosis,1,Number,2013,15.91851654991742,24.070104077904155,9.848312119972395
1,Deaths,156,United Arab Emirates,2,Female,15,50-54 years,956,Respiratory infections and tuberculosis,1,Number,2013,4.561092478096501,6.670183563739666,3.1251820593917508
1,Deaths,156,United Arab Emirates,1,Male,23,5-14 years,956,Respiratory infections and tuberculosis,1,Number,2013,6.0205594243421166,9.34096860408872,3.215685523371235
1,Deaths,156,United Arab Emirates,2,Female,23,5-14 years,956,Respiratory infections and tuberculosis,1,Number,2013,5.648623152272275,7.801363470565555,3.827873262639063
1,Deaths,156,United Arab Emirates,1,Male,25,50-69 years,956,Respiratory infections and tuberculosis,1,Number,2013,104.05777353414902,155.31301139220136,63.73955408066252
1,Deaths,156,United Arab Emirates,2,Female,25,50-69 years,956,Respiratory infections and tuberculosis,1,Number,2013,28.07824007831699,41.441592918622824,19.251295047587135
1,Deaths,152,Saudi Arabia,1,Male,8,15-19 years,956,Respiratory infections and tuberculosis,1,Number,2012,109.09048583487794,151.81286397898396,75.57402238117618
1,Deaths,152,Saudi Arabia,2,Female,8,15-19 years,956,Respiratory infections and tuberculosis,1,Number,2012,57.192628867048505,77.76651284907051,43.16571773369969
1,Deaths,152,Saudi Arabia,1,Male,9,20-24 years,956,Respiratory infections and tuberculosis,1,Number,2012,139.40372652106768,193.59932598633074,100.67433716888594
1,Deaths,152,Saudi Arabia,2,Female,9,20-24 years,956,Respiratory infections and tuberculosis,1,Number,2012,68.5689344740324,88.6499620612858,52.37448445027897
1,Deaths,152,Saudi Arabia,1,Male,11,30-34 years,956,Respiratory infections and tuberculosis,1,Number,2012,173.71684637572628,233.97817459300362,128.18210189517953
1,Deaths,152,Saudi Arabia,2,Female,11,30-34 years,956,Respiratory infections and tuberculosis,1,Number,2012,74.14726604268017,95.5118778457324,54.38490820229452
1,Deaths,152,Saudi Arabia,1,Male,12,35-39 years,956,Respiratory infections and tuberculosis,1,Number,2012,176.30169385221186,228.3978542123634,133.22083001878983
1,Deaths,152,Saudi Arabia,2,Female,12,35-39 years,956,Respiratory infections and tuberculosis,1,Number,2012,65.95104376769547,86.8247841101406,48.0336180789267
1,Deaths,152,Saudi Arabia,1,Male,13,40-44 years,956,Respiratory infections and tuberculosis,1,Number,2012,162.81919287473715,210.08768498710123,126.3369284766777
1,Deaths,152,Saudi Arabia,2,Female,13,40-44 years,956,Respiratory infections and tuberculosis,1,Number,2012,68.07639320896469,90.02290291273607,50.24569135967743
1,Deaths,152,Saudi Arabia,1,Male,14,45-49 years,956,Respiratory infections and tuberculosis,1,Number,2012,170.17979486492172,219.9786227675743,127.46274922116388
1,Deaths,152,Saudi Arabia,2,Female,14,45-49 years,956,Respiratory infections and tuberculosis,1,Number,2012,73.5464657773688,99.47947593812638,54.64335496814304
1,Deaths,152,Saudi Arabia,1,Male,15,50-54 years,956,Respiratory infections and tuberculosis,1,Number,2012,195.6132973449125,261.77206047995696,148.01154198847132
1,Deaths,152,Saudi Arabia,2,Female,15,50-54 years,956,Respiratory infections and tuberculosis,1,Number,2012,91.50895055927862,115.83001411453007,67.79823196153329
